chembl_id,smiles,standard_value,bioactivity_class,pIC50,MW,LogP,HBD,HBA,TPSA,RotBonds,ArRings,Fsp3,QED,Ro5_violations,Lipinski_pass
CHEMBL1766145,FC(F)(F)c1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,28800.0,inactive,4.5406,435.24,2.43,1,5,72.36,3,3,0.369,0.907,0,Pass
CHEMBL1766144,Fc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,21600.0,inactive,4.6655,381.24,0.91,1,5,64.56,2,3,0.2,0.886,0,Pass
CHEMBL1766143,Brc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,25500.0,inactive,4.5935,447.12,1.12,1,5,69.9,2,3,0.305,0.661,0,Pass
CHEMBL1766142,Clc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,20200.0,inactive,4.6946,399.06,2.42,1,5,68.08,0,3,0.44,0.825,0,Pass
CHEMBL1766141,COCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1,26700.0,inactive,4.5735,326.16,1.68,1,6,83.91,1,2,0.198,0.543,0,Pass
CHEMBL1766140,OCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1,26400.0,inactive,4.5784,313.2,0.67,1,6,70.56,1,2,0.111,0.5,0,Pass
CHEMBL1766139,CCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1,15300.0,inactive,4.8153,308.88,2.04,1,5,69.77,4,2,0.468,0.426,0,Pass
CHEMBL1766020,CC(C)C1CCN(c2nccc(NCc3ccccc3)n2)CC1,14200.0,inactive,4.8477,306.72,3.16,0,4,43.16,4,2,0.638,0.787,0,Pass
CHEMBL1766019,CC(C)N1CCN(c2nccc(NCc3ccccc3)n2)CC1,25000.0,inactive,4.6021,308.88,1.49,1,5,70.26,1,2,0.255,0.577,0,Pass
CHEMBL1766018,c1ccc(CNc2ccnc(N3CCN(C4CCCCC4)CC3)n2)cc1,22900.0,inactive,4.6402,347.76,3.01,1,5,80.78,1,2,0.208,0.664,0,Pass
CHEMBL1766017,CC(C)(C)OC(=O)N1CCN(c2nccc(NCc3ccccc3)n2)CC1,18800.0,inactive,4.7258,369.36,1.6,1,7,96.19,1,2,0.445,0.616,0,Pass
CHEMBL1766016,CC(=O)N1CCN(c2nccc(NCc3ccccc3)n2)CC1,16600.0,inactive,4.7799,313.2,1.28,1,6,79.94,1,2,0.636,0.649,0,Pass
CHEMBL1082977,CC1CCN(c2nccc(NCc3ccccc3)n2)CC1,18400.0,inactive,4.7352,280.8,1.86,0,4,41.73,3,2,0.61,0.647,0,Pass
CHEMBL1084808,CN1CCN(c2nccc(NCc3ccccc3)n2)CC1,24900.0,inactive,4.6038,282.96,1.01,1,5,72.37,1,2,0.18,0.744,0,Pass
CHEMBL1086014,c1ccc(CNc2ccnc(N3CCSCC3)n2)cc1,23200.0,inactive,4.6345,289.44,1.3,0,4,43.23,2,2,0.464,0.777,0,Pass
CHEMBL1085781,c1ccc(CNc2ccnc(N3CCOCC3)n2)cc1,14000.0,inactive,4.8539,272.16,1.29,1,5,55.39,2,2,0.479,0.658,0,Pass
CHEMBL1085780,c1ccc(CNc2ccnc(N3CCCC3)n2)cc1,8700.0,intermediate,5.0605,254.88,1.09,0,4,37.59,3,2,0.479,0.873,0,Pass
CHEMBL1770548,COc1cc(CNCCCNC2=CC(=O)C(NCCCNCc3ccc(O)c(OC)c3)=CC2=O)ccc1O,198.0,active,6.7033,527.04,2.22,3,10,148.12,3,2,0.317,0.58,1,Pass
CHEMBL1770549,COc1cc(CNCCCCCCNC2=CC(=O)C(NCCCCCCNCc3ccc(O)c(OC)c3)=CC2=O)ccc1O,102.0,active,6.9914,604.8,3.71,3,10,170.23,4,2,0.27,0.538,1,Pass
CHEMBL1770550,O=C1C=C(NCCCNCc2cc3ccccc3o2)C(=O)C=C1NCCCNCc1cc2ccccc2o1,21800.0,inactive,4.6615,518.4,2.61,2,8,119.51,3,3,0.274,0.655,1,Pass
CHEMBL1770551,O=C1C=C(NCCCCCCNCc2cc3ccccc3o2)C(=O)C=C1NCCCCCCNCc1cc2ccccc2o1,10000.0,inactive,5.0,596.16,5.14,2,8,118.45,6,3,0.13,0.74,2,Fail
CHEMBL1770552,O=C1C=C(NCCCNCc2nc3ccccc3s2)C(=O)C=C1NCCCNCc1nc2ccccc2s1,10000.0,inactive,5.0,557.28,3.35,2,8,127.17,4,2,0.451,0.552,1,Pass
CHEMBL1770553,O=C1C=C(NCCCCCCNCc2nc3ccccc3s2)C(=O)C=C1NCCCCCCNCc1nc2ccccc2s1,22000.0,inactive,4.6576,635.04,5.11,2,8,123.38,7,2,0.475,0.725,2,Fail
CHEMBL1770554,O=C1C=C(NCCCNCc2ccc(-c3nc4ccccc4s3)cc2)C(=O)C=C1NCCCNCc1ccc(-c2nc3ccccc3s2)cc1,31400.0,inactive,4.5031,712.8,2.81,2,8,110.97,6,5,0.675,0.938,1,Pass
CHEMBL1770555,O=C1C=C(NCCCCCCNCc2ccc(-c3nc4ccccc4s3)cc2)C(=O)C=C1NCCCCCCNCc1ccc(-c2nc3ccccc3s2)cc1,305.0,active,6.5157,790.56,5.0,2,8,119.43,6,5,0.649,0.648,1,Pass
CHEMBL188821,[Br-].[Br-].c1cc(C[n+]2ccc(N3CCCCC3)cc2)ccc1C[n+]1ccc(N2CCCCC2)cc1,75.0,active,7.1249,596.16,3.22,0,4,37.32,4,3,0.527,0.783,1,Pass
CHEMBL187404,[Br-].[Br-].c1cc(C[n+]2ccc(N3CCCCC3)cc2)cc(-c2cccc(C[n+]3ccc(N4CCCCC4)cc3)c2)c1,60.0,active,7.2218,673.92,3.78,0,4,26.04,5,4,0.268,0.883,1,Pass
CHEMBL1771549,[Br-].[Br-].c1cc(C[N+]23CCC(CC2)CC3)cc(-c2cccc(C[N+]34CCC(CC3)CC4)c2)c1,620.0,active,6.2076,565.92,5.26,0,2,14.48,9,2,0.345,0.638,2,Fail
CHEMBL1771556,COc1cc2c(cc1OC)CN(c1cc[n+](Cc3ccc(C[n+]4ccc(N5CCCCC5)cc4)cc3)cc1)CC2.[Br-].[Br-],62.0,active,7.2076,708.48,2.66,1,6,78.53,5,4,0.057,0.829,1,Pass
CHEMBL1773478,CCN(CC)CC(=O)Nc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,210.0,active,6.6778,442.8,1.66,1,5,69.08,3,3,0.461,0.653,0,Pass
CHEMBL1773479,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CN3CCCCC3)cc2)cc1,550.0,active,6.2596,455.76,2.23,1,5,58.14,4,3,0.096,0.803,0,Pass
CHEMBL1773480,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CN3CCOCC3)cc2)cc1,720.0,active,6.1427,460.08,1.27,2,6,109.21,2,3,0.21,0.56,0,Pass
CHEMBL1773481,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CCCCN3CCCCC3)cc2)cc1,217.0,active,6.6635,494.64,3.18,1,5,69.18,5,3,0.309,0.681,0,Pass
CHEMBL1773482,CCN(CC)CCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,25.0,active,7.6021,440.64,3.08,1,4,60.3,3,3,0.445,0.777,0,Pass
CHEMBL1773483,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,24.0,active,7.6198,453.6,2.73,1,4,63.21,2,3,0.274,0.853,0,Pass
CHEMBL1773484,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCOCC3)cc2)cc1,107.0,active,6.9706,457.92,1.94,1,5,63.7,2,3,0.388,0.628,0,Pass
CHEMBL1773485,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)cc1,68.0,active,7.1675,591.84,2.21,1,7,93.65,3,5,0.46,0.888,1,Pass
CHEMBL1773486,CCN(CC)CCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,144.0,active,6.8416,466.56,3.37,1,4,57.06,5,3,0.428,0.513,0,Pass
CHEMBL1773487,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCN3CCCCC3)cc2)cc1,143.0,active,6.8447,479.52,3.45,1,4,52.83,5,3,0.15,0.841,0,Pass
CHEMBL1773488,CCN(CC)CCCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,257.0,active,6.5901,479.52,3.31,1,4,64.59,2,3,0.425,0.694,0,Pass
CHEMBL1773489,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCCN3CCCCC3)cc2)cc1,210.0,active,6.6778,492.48,4.25,1,4,71.93,5,3,0.3,0.307,0,Pass
CHEMBL1773490,CCN(CC)CCCCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,810.0,active,6.0915,492.48,4.28,1,4,65.8,4,3,0.579,0.726,0,Pass
CHEMBL1773491,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCCCN3CCCCC3)cc2)cc1,110.0,active,6.9586,505.44,4.02,1,4,67.38,5,3,0.356,0.704,1,Pass
CHEMBL1773492,CCN(CC)CCc1ccc(Oc2ccc(C(=O)c3ccc(CN(C)Cc4ccccc4)cc3)cc2)cc1,130.0,active,6.8861,505.44,1.54,1,4,55.83,3,4,0.688,0.457,1,Pass
CHEMBL1080386,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(CCc4ccccc4)[C@@H]2N3C)cc1,30000.0,inactive,4.5229,468.72,2.8,1,5,57.22,4,3,0.071,0.555,0,Pass
CHEMBL1782707,CN(C)CC(C)(C)c1cccc(OC(=O)NCCCCN2CCOCC2)c1,100000.0,inactive,4.0,369.36,2.94,2,6,111.92,2,1,0.178,0.835,0,Pass
CHEMBL1206,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,260.0,active,6.585,311.04,2.09,0,2,36.44,0,2,0.595,0.399,0,Pass
CHEMBL1782730,CCN(CC)C(C)C(=O)N1c2ccccc2Sc2ccccc21.Cl,3370.0,intermediate,5.4724,366.66,2.21,1,3,62.34,1,2,0.432,0.578,0,Pass
CHEMBL1784957,C[C@@H](Cc1ccccc1)NC(=O)Oc1cccc([C@H](C)N(C)C)c1.Cl,508.0,active,6.2941,362.34,3.02,1,4,57.31,4,2,0.116,0.804,0,Pass
CHEMBL1784956,C[C@H](Cc1ccccc1)NC(=O)Oc1cccc([C@H](C)N(C)C)c1.Cl,404.0,active,6.3936,362.34,2.39,1,4,50.76,1,2,0.622,0.933,0,Pass
CHEMBL1784955,C[C@@H](c1cccc(OC(=O)N(C)[C@@H](C)Cc2ccccc2)c1)N(C)C.Cl,131.0,active,6.8827,375.3,3.32,1,4,51.47,2,2,0.249,0.844,0,Pass
CHEMBL1784958,C[C@H](Cc1ccccc1)N(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.Cl,302.0,active,6.52,375.3,3.1,1,4,46.53,2,2,0.624,0.718,0,Pass
CHEMBL1783529,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)COC(C(F)(F)F)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C)N(C)C,10000.0,inactive,5.0,506.52,8.13,1,5,69.14,7,0,0.113,0.714,2,Fail
CHEMBL1783530,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)COC(C(C)(C)F)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C)N(C)C,744.0,active,6.1284,491.4,8.72,1,5,82.85,9,0,0.573,0.36,1,Pass
CHEMBL1783531,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)COC(C(F)(C(F)(F)F)C(F)(F)F)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C)N(C)C,3003.0,intermediate,5.5224,614.52,9.89,1,5,68.87,9,0,0.342,0.696,2,Fail
CHEMBL1783532,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1C,10000.0,inactive,5.0,481.68,9.18,1,5,72.42,6,0,0.217,0.427,1,Pass
CHEMBL1782071,CCN1C[C@]2(C)[C@H](CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]32)N=C1C(C)C,10000.0,inactive,5.0,494.64,9.68,1,5,81.0,9,0,0.63,0.921,1,Pass
CHEMBL1783533,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)N1,10000.0,inactive,5.0,455.76,9.04,1,5,66.77,7,0,0.397,0.629,1,Pass
CHEMBL1783534,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)C=C1,25.0,active,7.6021,466.56,8.98,1,4,76.28,9,0,0.277,0.483,1,Pass
CHEMBL1783535,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CC1,618.0,active,6.209,466.56,9.94,1,4,75.94,7,0,0.658,0.789,1,Pass
CHEMBL1783520,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,60.0,active,7.2218,488.16,9.13,1,4,58.95,6,0,0.219,0.683,1,Pass
CHEMBL1783521,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(C(C)C)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C,76.0,active,7.1192,475.2,8.48,1,4,55.38,9,0,0.387,0.794,1,Pass
CHEMBL1783522,CC(=O)N(C)[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(C(C)C)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C,298.0,active,6.5258,518.4,8.65,1,5,75.58,8,0,0.253,0.426,2,Fail
CHEMBL1783523,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C(=O)c6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,43.0,active,7.3665,583.2,8.64,1,5,67.22,8,1,0.485,0.646,2,Fail
CHEMBL1783524,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C(=O)OC(C)(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,159.0,active,6.7986,574.56,9.98,2,6,90.75,10,0,0.392,0.733,2,Fail
CHEMBL1783525,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,7.0,active,8.1549,565.92,9.06,1,4,70.25,8,1,0.561,0.485,2,Fail
CHEMBL1783526,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,20.0,active,7.699,578.88,9.9,1,4,69.73,6,1,0.462,0.523,2,Fail
CHEMBL1783527,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,76.0,active,7.1192,591.84,9.36,1,4,61.24,9,1,0.603,0.509,2,Fail
CHEMBL1783528,COc1ccccc1CN(C)[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(C(C)C)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C,6.0,active,8.2218,596.16,9.05,1,5,59.9,7,1,0.125,0.724,2,Fail
CHEMBL1783514,COc1cccc(CN(C)[C@@H](C)[C@H]2[C@H](O)C[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(C)CSC(C(C)C)=N[C@H]6CC[C@@]56C[C@@]46C(=O)C[C@]23C)c1,3.0,active,8.5229,596.16,8.67,1,5,60.16,7,1,0.018,0.8,2,Fail
CHEMBL1783515,COc1ccc(CN(C)[C@@H](C)[C@H]2[C@H](O)C[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(C)CSC(C(C)C)=N[C@H]6CC[C@@]56C[C@@]46C(=O)C[C@]23C)cc1,9.0,active,8.0458,596.16,9.16,1,5,70.86,7,1,0.356,0.636,2,Fail
CHEMBL1783516,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccccc6C(F)(F)F)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,11.0,active,7.9586,640.44,10.0,1,4,56.0,9,1,0.279,0.584,2,Fail
CHEMBL1783517,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6cccc(C(F)(F)F)c6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,3.0,active,8.5229,640.44,9.74,1,4,57.27,9,1,0.198,0.847,2,Fail
CHEMBL1783518,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccc(C(F)(F)F)cc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,3.0,active,8.5229,640.44,9.09,1,4,68.18,9,1,0.563,0.5,2,Fail
CHEMBL1783519,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCN6C(=O)c7ccccc7C6=O)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,70.0,active,7.1549,654.48,9.11,2,7,115.87,10,1,0.511,0.551,2,Fail
CHEMBL1783499,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCCN6C(=O)c7ccccc7C6=O)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,14.0,active,7.8539,667.44,9.53,2,7,121.03,10,1,0.53,0.432,2,Fail
CHEMBL589390,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,45000.0,inactive,4.3468,317.52,2.62,0,3,22.08,1,2,0.501,0.649,0,Pass
CHEMBL1814729,Cl.O=C(NCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(F)cc1,0.815,active,9.0888,406.62,3.31,1,4,57.25,4,3,0.559,0.28,0,Pass
CHEMBL1814730,Cl.O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(F)cc1,0.809,active,9.0921,419.58,2.97,1,4,66.07,3,3,0.196,0.838,0,Pass
CHEMBL1814731,Cl.O=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(F)cc1,0.784,active,9.1057,432.54,3.84,1,4,63.58,1,3,0.686,0.752,0,Pass
CHEMBL1819169,c1ccc2c(NCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,68.9,active,7.1618,360.72,4.26,1,4,72.26,5,1,0.261,0.555,0,Pass
CHEMBL1819170,c1ccc2c(NCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,44.5,active,7.3516,373.68,3.72,1,4,63.36,4,1,0.628,0.767,0,Pass
CHEMBL1819171,c1ccc2c(NCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,16.5,active,7.7825,386.64,4.7,1,4,74.78,3,1,0.395,0.24,0,Pass
CHEMBL1819172,c1ccc2c(NCCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,34.0,active,7.4685,399.6,4.8,1,4,64.32,4,1,0.26,0.542,0,Pass
CHEMBL1819173,c1ccc2c(NCCCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,28.4,active,7.5467,412.56,5.28,1,4,68.5,3,1,0.529,0.797,1,Pass
CHEMBL1819174,O=c1c2ccc(OCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2oc2ncccc12,283.0,active,6.5482,511.92,2.85,1,6,77.41,4,4,0.204,0.752,1,Pass
CHEMBL1819175,c1ccc2c(c1)Cc1c-2nc2ccccc2c1NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,13.9,active,7.857,527.04,3.45,0,4,40.11,3,4,0.462,0.906,1,Pass
CHEMBL1819176,Clc1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)-c3ccccc3C4)c3c(nc2c1)CCCC3,1.05,active,8.9788,565.38,4.75,0,4,47.29,3,4,0.356,0.88,1,Pass
CHEMBL1819177,Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)-c3ccccc3C4)c3c(nc2c1)CCCC3,12.1,active,7.9172,603.72,6.31,0,4,52.9,4,4,0.412,0.646,2,Fail
CHEMBL1819178,Clc1ccc2c(NCCCCCCCOc3ccc(-c4cc5ccccc5o4)cc3)c3c(nc2c1)CCCC3,310.0,active,6.5086,543.78,4.17,0,4,45.83,3,4,0.254,0.859,1,Pass
CHEMBL1819179,Clc1ccc2c(NCCCCCCCOc3cccc(-c4cc5ccccc5o4)c3)c3c(nc2c1)CCCC3,258.0,active,6.5884,543.78,4.17,0,4,39.33,3,4,0.453,0.513,1,Pass
CHEMBL1819180,c1ccc2c(c1)Cc1c-2nc2ccccc2c1NCCCCCCCNc1c2c(nc3ccccc13)-c1ccccc1C2,455.0,active,6.342,565.92,2.75,0,4,51.02,4,6,0.137,0.639,1,Pass
CHEMBL1834076,CC(C)(C)OC(=O)N1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,100000.0,inactive,4.0,447.12,1.46,1,7,72.46,4,3,0.148,0.772,0,Pass
CHEMBL1834060,CC(C)N1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,15800.0,inactive,4.8013,360.72,2.1,1,5,58.62,3,2,0.224,0.962,0,Pass
CHEMBL1834061,CC(C)C1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,16700.0,inactive,4.7773,358.56,2.69,0,4,45.45,1,2,0.304,0.832,0,Pass
CHEMBL1834062,CCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,19000.0,inactive,4.7212,360.72,1.38,1,5,70.11,2,2,0.232,0.711,0,Pass
CHEMBL1834063,c1ccc2c(CNc3ccnc(N4CCN(C5CCCCC5)CC4)n3)cccc2c1,8000.0,intermediate,5.0969,399.6,2.75,1,5,74.84,1,2,0.452,0.906,0,Pass
CHEMBL1834064,CC(=O)N1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,13800.0,inactive,4.8601,365.04,1.51,1,6,80.52,3,2,0.876,0.553,0,Pass
CHEMBL1834065,CC(C)(C)OC(=O)N1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,50800.0,inactive,4.2941,421.2,1.51,1,7,94.57,4,2,0.352,0.531,0,Pass
CHEMBL1834066,c1ccc2c(CNc3ccnc(N4CCNCC4)n3)cccc2c1,17500.0,inactive,4.757,321.84,0.71,1,5,63.48,1,2,0.427,0.804,0,Pass
CHEMBL1834067,OCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,9800.0,intermediate,5.0088,365.04,1.29,1,6,84.56,2,2,0.144,0.897,0,Pass
CHEMBL1834068,COCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,11700.0,inactive,4.9318,378.0,1.74,1,6,87.96,3,2,0.373,0.963,0,Pass
CHEMBL1834069,CN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,13700.0,inactive,4.8633,360.72,1.12,1,5,79.76,0,3,0.198,0.669,0,Pass
CHEMBL1834070,CC1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,32200.0,inactive,4.4921,358.56,1.67,0,4,56.11,1,3,0.36,0.748,0,Pass
CHEMBL1834071,CC(C)N1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,20300.0,inactive,4.6925,386.64,2.33,1,5,71.95,3,3,0.485,0.643,0,Pass
CHEMBL1834072,CC(C)C1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,42500.0,inactive,4.3716,384.48,3.07,0,4,42.19,4,3,0.775,0.868,0,Pass
CHEMBL1834073,CCCN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,14600.0,inactive,4.8356,386.64,2.19,1,5,57.81,3,3,0.307,0.771,0,Pass
CHEMBL1834074,c1ccc(C(Nc2ccnc(N3CCN(C4CCCCC4)CC3)n2)c2ccccc2)cc1,10000.0,inactive,5.0,425.52,2.98,1,5,65.75,2,3,0.02,0.302,0,Pass
CHEMBL1834075,CC(=O)N1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,29000.0,inactive,4.5376,390.96,0.91,1,6,78.46,3,3,0.135,0.925,0,Pass
CHEMBL1834077,c1ccc(C(Nc2ccnc(N3CCNCC3)n2)c2ccccc2)cc1,31300.0,inactive,4.5045,347.76,0.6,1,5,78.4,0,3,0.644,0.547,0,Pass
CHEMBL1834078,OCCN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,21600.0,inactive,4.6655,390.96,1.31,1,6,75.11,3,3,0.312,0.737,0,Pass
CHEMBL1834079,COCCN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,39200.0,inactive,4.4067,403.92,1.63,1,6,86.37,3,3,0.155,0.877,0,Pass
CHEMBL1834806,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1,1700.0,intermediate,5.7696,583.2,6.47,1,6,79.99,7,2,0.346,0.854,2,Fail
CHEMBL1834808,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1,1800.0,intermediate,5.7447,583.2,6.25,1,6,78.58,7,2,0.335,0.889,2,Fail
CHEMBL1834807,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCc1ccc2oc(-c3ccc4c(c3)OCO4)cc2c1,2700.0,intermediate,5.5686,552.96,5.65,1,5,71.99,5,2,0.256,0.593,2,Fail
CHEMBL1834809,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCc1ccc2oc(-c3ccc4c(c3)OCO4)cc2c1,3100.0,intermediate,5.5086,552.96,6.42,1,5,66.87,7,2,0.283,0.9,2,Fail
CHEMBL1834877,COc1cc(CCCOC(=O)Nc2ccccc2)cc2cc(-c3ccc4c(c3)OCO4)oc12,4500.0,intermediate,5.3468,455.76,-0.5,2,7,106.57,2,4,0.156,0.626,0,Pass
